NOC,Year,Sport,sport_num_athletes,sport_medal_gold,sport_medal_silver,sport_medal_bronze,sport_num_female_athletes,sport_num_male_athletes,num_games_sports_each_year,rank_country_year,total_gold_country_year,total_silver_country_year,total_bronze_country_year,total_medal_country_year,total_athelete_country_year,host_status,future_host_status
Australia,2020,Marathon Swimming,2,0,0,1,1,1,0,6,17,7,22,46,489,0,0
Australia,2020,Modern Pentathlon,2,0,0,0,1,1,2,6,17,7,22,46,489,0,0
Australia,2020,Rhythmic Gymnastics,6,0,0,0,6,0,0,6,17,7,22,46,489,0,0
Australia,2020,Rowing,38,8,0,8,18,20,14,6,17,7,22,46,489,0,0
Australia,2020,Rugby Sevens,26,0,0,0,13,13,0,6,17,7,22,46,489,0,0
Australia,2020,Shooting,15,0,0,0,7,8,15,6,17,7,22,46,489,0,0
Ukraine,2020,Trampoline Gymnastics,1,0,0,0,0,1,0,44,1,6,12,19,153,0,0
Australia,2020,Weightlifting,5,0,0,0,3,2,14,6,17,7,22,46,489,0,0
United States,2020,Weightlifting,8,0,1,1,4,4,14,1,39,41,33,113,633,0,0
United Arab Emirates,2020,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,5,0,0
United Arab Emirates,2020,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
Canada,2020,Artistic Swimming,8,0,0,0,8,0,0,11,7,7,10,24,386,0,0
Canada,2020,Artistic Gymnastics,5,0,0,0,4,1,0,11,7,7,10,24,386,0,0
Canada,2020,Archery,2,0,0,0,1,1,5,11,7,7,10,24,386,0,0
United States,2020,Surfing,4,1,0,0,2,2,2,1,39,41,33,113,633,0,0
Barbados,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,8,0,0
Barbados,2020,Athletics,6,0,0,0,3,3,48,0,0,0,0,0,8,0,0
Bangladesh,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Bangladesh,2020,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,6,0,0
Bangladesh,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,6,0,0
United States,2020,Sport Climbing,4,0,1,0,2,2,2,1,39,41,33,113,633,0,0
United States,2020,Skateboarding,12,0,0,2,6,6,4,1,39,41,33,113,633,0,0
United States,2020,Shooting,20,3,3,2,9,11,15,1,39,41,33,113,633,0,0
United States,2020,Sailing,13,0,0,0,7,6,10,1,39,41,33,113,633,0,0
United Arab Emirates,2020,Judo,2,0,0,0,0,2,15,0,0,0,0,0,5,0,0
United States,2020,Wrestling,15,3,2,4,6,9,18,1,39,41,33,113,633,0,0
United Arab Emirates,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,5,0,0
United States,2020,Table Tennis,6,0,0,0,3,3,5,1,39,41,33,113,633,0,0
United States,2020,Water Polo,26,13,0,0,13,13,0,1,39,41,33,113,633,0,0
United States,2020,Volleyball,24,12,0,0,12,12,4,1,39,41,33,113,633,0,0
Canada,2020,Cycling BMX Racing,2,0,0,0,1,1,0,11,7,7,10,24,386,0,0
Canada,2020,Canoe Sprint,14,0,1,2,6,8,0,11,7,7,10,24,386,0,0
Canada,2020,Canoe Slalom,4,0,0,0,2,2,0,11,7,7,10,24,386,0,0
Canada,2020,Boxing,5,0,0,0,4,1,13,11,7,7,10,24,386,0,0
Canada,2020,Beach Volleyball,4,0,0,0,4,0,0,11,7,7,10,24,386,0,0
Canada,2020,Basketball,12,0,0,0,12,0,4,11,7,7,10,24,386,0,0
Canada,2020,Baseball/Softball,15,0,0,15,15,0,0,11,7,7,10,24,386,0,0
Canada,2020,Badminton,8,0,0,0,4,4,5,11,7,7,10,24,386,0,0
Canada,2020,Athletics,57,2,1,9,33,24,48,11,7,7,10,24,386,0,0
United States,2020,Triathlon,5,0,5,1,3,2,3,1,39,41,33,113,633,0,0
United States,2020,Trampoline Gymnastics,2,0,0,0,1,1,0,1,39,41,33,113,633,0,0
United States,2020,Tennis,11,0,0,0,5,6,5,1,39,41,33,113,633,0,0
United States,2020,Taekwondo,2,1,0,0,2,0,8,1,39,41,33,113,633,0,0
United States,2020,Swimming,50,22,22,15,26,24,0,1,39,41,33,113,633,0,0
Ukraine,2020,Tennis,4,0,0,1,4,0,5,44,1,6,12,19,153,0,0
Australia,2020,Judo,3,0,0,0,2,1,15,6,17,7,22,46,489,0,0
Australia,2020,Hockey,36,0,18,0,18,18,0,6,17,7,22,46,489,0,0
Canada,2020,Volleyball,12,0,0,0,0,12,4,11,7,7,10,24,386,0,0
Canada,2020,Triathlon,5,0,0,0,2,3,3,11,7,7,10,24,386,0,0
Canada,2020,Trampoline Gymnastics,2,0,0,0,2,0,0,11,7,7,10,24,386,0,0
Canada,2020,Tennis,4,0,0,0,3,1,5,11,7,7,10,24,386,0,0
Canada,2020,Taekwondo,2,0,0,0,2,0,8,11,7,7,10,24,386,0,0
Canada,2020,Table Tennis,3,0,0,0,1,2,5,11,7,7,10,24,386,0,0
Canada,2020,Swimming,24,1,7,7,15,9,0,11,7,7,10,24,386,0,0
Canada,2020,Sport Climbing,2,0,0,0,1,1,2,11,7,7,10,24,386,0,0
Canada,2020,Skateboarding,4,0,0,0,1,3,4,11,7,7,10,24,386,0,0
Canada,2020,Shooting,1,0,0,0,1,0,15,11,7,7,10,24,386,0,0
Canada,2020,Sailing,9,0,0,0,4,5,10,11,7,7,10,24,386,0,0
Australia,2020,Archery,4,0,0,0,1,3,5,6,17,7,22,46,489,0,0
Australia,2020,Artistic Gymnastics,3,0,0,0,2,1,0,6,17,7,22,46,489,0,0
Australia,2020,Artistic Swimming,8,0,0,0,8,0,0,6,17,7,22,46,489,0,0
Australia,2020,Athletics,63,0,1,2,35,28,48,6,17,7,22,46,489,0,0
Canada,2020,Water Polo,13,0,0,0,13,0,0,11,7,7,10,24,386,0,0
Australia,2020,Badminton,4,0,0,0,3,1,5,6,17,7,22,46,489,0,0
Canada,2020,Weightlifting,5,1,0,0,4,1,14,11,7,7,10,24,386,0,0
Cape Verde,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,6,0,0
Chad,2020,Archery,1,0,0,0,1,0,5,0,0,0,0,0,3,0,0
Uruguay,2020,Athletics,3,0,0,0,2,1,48,0,0,0,0,0,11,0,0
Central African Republic,2020,Swimming,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Central African Republic,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,2,0,0
Uganda,2020,Athletics,19,2,1,1,10,9,48,36,2,1,1,4,25,0,0
Uganda,2020,Boxing,3,0,0,0,1,2,13,36,2,1,1,4,25,0,0
Uganda,2020,Rowing,1,0,0,0,1,0,14,36,2,1,1,4,25,0,0
Uganda,2020,Swimming,2,0,0,0,1,1,0,36,2,1,1,4,25,0,0
Cayman Islands,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0
Cayman Islands,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,5,0,0
Cayman Islands,2020,Artistic Gymnastics,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Cape Verde,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Cape Verde,2020,Rhythmic Gymnastics,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0
Cape Verde,2020,Judo,1,0,0,0,1,0,15,0,0,0,0,0,6,0,0
Cape Verde,2020,Boxing,1,0,0,0,0,1,13,0,0,0,0,0,6,0,0
Canada,2020,Wrestling,4,0,0,0,2,2,18,11,7,7,10,24,386,0,0
Australia,2020,Baseball/Softball,15,0,0,0,15,0,0,6,17,7,22,46,489,0,0
Australia,2020,Basketball,24,0,0,12,12,12,4,6,17,7,22,46,489,0,0
Australia,2020,Beach Volleyball,4,0,2,0,2,2,0,6,17,7,22,46,489,0,0
Ukraine,2020,Marathon Swimming,1,0,0,0,1,0,0,44,1,6,12,19,153,0,0
Ukraine,2020,Modern Pentathlon,1,0,0,0,0,1,2,44,1,6,12,19,153,0,0
Ukraine,2020,Rhythmic Gymnastics,7,0,0,0,7,0,0,44,1,6,12,19,153,0,0
Ukraine,2020,Rowing,2,0,0,0,0,2,14,44,1,6,12,19,153,0,0
Ukraine,2020,Shooting,6,0,0,2,2,4,15,44,1,6,12,19,153,0,0
Ukraine,2020,Swimming,7,0,1,1,1,6,0,44,1,6,12,19,153,0,0
Ukraine,2020,Table Tennis,3,0,0,0,2,1,5,44,1,6,12,19,153,0,0
Australia,2020,Cycling BMX Racing,3,0,0,0,2,1,0,6,17,7,22,46,489,0,0
Australia,2020,Cycling Mountain Bike,2,0,0,0,1,1,0,6,17,7,22,46,489,0,0
Australia,2020,Cycling Road,8,0,0,1,4,4,0,6,17,7,22,46,489,0,0
Australia,2020,Cycling Track,16,0,0,6,6,10,0,6,17,7,22,46,489,0,0
Australia,2020,Diving,7,0,0,1,4,3,0,6,17,7,22,46,489,0,0
Australia,2020,Equestrian,9,0,4,1,5,4,6,6,17,7,22,46,489,0,0
Australia,2020,Football,44,0,0,0,22,22,2,6,17,7,22,46,489,0,0
Australia,2020,Golf,4,0,0,0,2,2,2,6,17,7,22,46,489,0,0
Ukraine,2020,Karate,3,0,1,1,2,1,8,44,1,6,12,19,153,0,0
Ukraine,2020,Judo,7,0,0,1,3,4,15,44,1,6,12,19,153,0,0
Ukraine,2020,Fencing,6,0,0,1,2,4,12,44,1,6,12,19,153,0,0
Ukraine,2020,Equestrian,2,0,0,0,1,1,6,44,1,6,12,19,153,0,0
Australia,2020,Boxing,5,0,0,1,2,3,13,6,17,7,22,46,489,0,0
Australia,2020,Canoe Slalom,3,1,0,1,1,2,0,6,17,7,22,46,489,0,0
Australia,2020,Canoe Sprint,14,2,0,0,8,6,0,6,17,7,22,46,489,0,0
Australia,2020,Cycling BMX Freestyle,2,1,0,0,1,1,0,6,17,7,22,46,489,0,0
Ukraine,2020,Archery,4,0,0,0,3,1,5,44,1,6,12,19,153,0,0
Ukraine,2020,Artistic Gymnastics,5,0,0,0,1,4,0,44,1,6,12,19,153,0,0
Ukraine,2020,Artistic Swimming,8,0,0,10,8,0,0,44,1,6,12,19,153,0,0
United States,2020,Rugby Sevens,26,0,0,0,13,13,0,1,39,41,33,113,633,0,0
Ukraine,2020,Athletics,44,0,0,1,26,18,48,44,1,6,12,19,153,0,0
Ukraine,2020,Boxing,5,0,1,0,1,4,13,44,1,6,12,19,153,0,0
Ukraine,2020,Canoe Slalom,1,0,0,0,1,0,0,44,1,6,12,19,153,0,0
Ukraine,2020,Canoe Sprint,10,0,2,1,7,3,0,44,1,6,12,19,153,0,0
Ukraine,2020,Cycling Mountain Bike,1,0,0,0,1,0,0,44,1,6,12,19,153,0,0
Ukraine,2020,Cycling Road,2,0,0,0,1,1,0,44,1,6,12,19,153,0,0
Ukraine,2020,Cycling Track,2,0,1,0,2,0,0,44,1,6,12,19,153,0,0
Ukraine,2020,Diving,6,0,0,0,3,3,0,44,1,6,12,19,153,0,0
Ukraine,2020,Badminton,2,0,0,0,1,1,5,44,1,6,12,19,153,0,0
United States,2020,Rowing,37,0,0,0,24,13,14,1,39,41,33,113,633,0,0
United States,2020,Rhythmic Gymnastics,7,0,0,0,7,0,0,1,39,41,33,113,633,0,0
United States,2020,Modern Pentathlon,2,0,0,0,1,1,2,1,39,41,33,113,633,0,0
Brazil,2020,Skateboarding,12,0,3,0,6,6,4,12,7,6,8,21,319,0,0
Brazil,2020,Shooting,1,0,0,0,0,1,15,12,7,6,8,21,319,0,0
Brazil,2020,Sailing,13,2,0,0,6,7,10,12,7,6,8,21,319,0,0
Brazil,2020,Rugby Sevens,13,0,0,0,13,0,0,12,7,6,8,21,319,0,0
Brazil,2020,Rowing,1,0,0,0,0,1,14,12,7,6,8,21,319,0,0
Brazil,2020,Rhythmic Gymnastics,5,0,0,0,5,0,0,12,7,6,8,21,319,0,0
Brazil,2020,Modern Pentathlon,1,0,0,0,1,0,2,12,7,6,8,21,319,0,0
Brazil,2020,Marathon Swimming,1,1,0,0,1,0,0,12,7,6,8,21,319,0,0
Brazil,2020,Judo,13,0,0,2,6,7,15,12,7,6,8,21,319,0,0
Brazil,2020,Handball,31,0,0,0,15,16,2,12,7,6,8,21,319,0,0
Brazil,2020,Football,44,22,0,0,22,22,2,12,7,6,8,21,319,0,0
Brazil,2020,Fencing,2,0,0,0,1,1,12,12,7,6,8,21,319,0,0
Brazil,2020,Equestrian,9,0,0,0,0,9,6,12,7,6,8,21,319,0,0
Brazil,2020,Diving,4,0,0,0,2,2,0,12,7,6,8,21,319,0,0
Brazil,2020,Cycling Mountain Bike,3,0,0,0,1,2,0,12,7,6,8,21,319,0,0
Brazil,2020,Surfing,4,1,0,0,2,2,2,12,7,6,8,21,319,0,0
Brazil,2020,Cycling BMX Racing,2,0,0,0,1,1,0,12,7,6,8,21,319,0,0
Brazil,2020,Swimming,26,0,0,2,10,16,0,12,7,6,8,21,319,0,0
Brazil,2020,Taekwondo,3,0,0,0,1,2,8,12,7,6,8,21,319,0,0
Azerbaijan,2020,Taekwondo,2,0,0,0,1,1,8,67,0,3,4,7,44,0,0
Azerbaijan,2020,Swimming,2,0,0,0,1,1,0,67,0,3,4,7,44,0,0
Azerbaijan,2020,Shooting,2,0,0,0,0,2,15,67,0,3,4,7,44,0,0
Azerbaijan,2020,Rhythmic Gymnastics,6,0,0,0,6,0,0,67,0,3,4,7,44,0,0
Azerbaijan,2020,Karate,3,0,2,0,1,2,8,67,0,3,4,7,44,0,0
Azerbaijan,2020,Judo,9,0,0,1,2,7,15,67,0,3,4,7,44,0,0
Brunei,2020,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Brunei,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,2,0,0
British Virgin Islands,2020,Swimming,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0
British Virgin Islands,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,3,0,0
Brazil,2020,Wrestling,3,0,0,0,2,1,18,12,7,6,8,21,319,0,0
Brazil,2020,Weightlifting,2,0,0,0,2,0,14,12,7,6,8,21,319,0,0
Brazil,2020,Volleyball,24,0,12,0,12,12,4,12,7,6,8,21,319,0,0
Brazil,2020,Triathlon,3,0,0,0,2,1,3,12,7,6,8,21,319,0,0
Brazil,2020,Tennis,6,0,0,2,2,4,5,12,7,6,8,21,319,0,0
Brazil,2020,Table Tennis,6,0,0,0,3,3,5,12,7,6,8,21,319,0,0
Brazil,2020,Canoe Sprint,3,1,0,0,0,3,0,12,7,6,8,21,319,0,0
Brazil,2020,Canoe Slalom,2,0,0,0,1,1,0,12,7,6,8,21,319,0,0
Brazil,2020,Boxing,7,1,1,1,3,4,13,12,7,6,8,21,319,0,0
Austria,2020,Sailing,6,0,0,0,3,3,10,53,1,1,5,7,76,0,0
Austria,2020,Shooting,2,0,0,0,1,1,15,53,1,1,5,7,76,0,0
Austria,2020,Skateboarding,1,0,0,0,1,0,4,53,1,1,5,7,76,0,0
Austria,2020,Sport Climbing,2,0,0,1,1,1,2,53,1,1,5,7,76,0,0
Austria,2020,Swimming,7,0,0,0,2,5,0,53,1,1,5,7,76,0,0
Austria,2020,Table Tennis,6,0,0,0,3,3,5,53,1,1,5,7,76,0,0
Austria,2020,Tennis,2,0,0,0,0,2,5,53,1,1,5,7,76,0,0
Austria,2020,Triathlon,4,0,0,0,2,2,3,53,1,1,5,7,76,0,0
Austria,2020,Weightlifting,2,0,0,0,1,1,14,53,1,1,5,7,76,0,0
Azerbaijan,2020,Fencing,1,0,0,0,1,0,12,67,0,3,4,7,44,0,0
Azerbaijan,2020,Cycling Road,1,0,0,0,0,1,0,67,0,3,4,7,44,0,0
Azerbaijan,2020,Boxing,5,0,0,1,0,5,13,67,0,3,4,7,44,0,0
Azerbaijan,2020,Badminton,1,0,0,0,0,1,5,67,0,3,4,7,44,0,0
Azerbaijan,2020,Athletics,2,0,0,0,1,1,48,67,0,3,4,7,44,0,0
Azerbaijan,2020,Artistic Gymnastics,2,0,0,0,1,1,0,67,0,3,4,7,44,0,0
Austria,2020,Rowing,3,0,0,1,3,0,14,53,1,1,5,7,76,0,0
Austria,2020,Modern Pentathlon,1,0,0,0,0,1,2,53,1,1,5,7,76,0,0
Austria,2020,Karate,1,0,0,1,1,0,8,53,1,1,5,7,76,0,0
Austria,2020,Judo,6,0,1,1,4,2,15,53,1,1,5,7,76,0,0
Brazil,2020,Beach Volleyball,8,0,0,0,4,4,0,12,7,6,8,21,319,0,0
Brazil,2020,Badminton,2,0,0,0,1,1,5,12,7,6,8,21,319,0,0
Brazil,2020,Athletics,56,0,0,2,22,34,48,12,7,6,8,21,319,0,0
Brazil,2020,Artistic Gymnastics,7,1,1,0,2,5,0,12,7,6,8,21,319,0,0
Brazil,2020,Archery,2,0,0,0,1,1,5,12,7,6,8,21,319,0,0
Austria,2020,Artistic Gymnastics,1,0,0,0,1,0,0,53,1,1,5,7,76,0,0
Austria,2020,Artistic Swimming,2,0,0,0,2,0,0,53,1,1,5,7,76,0,0
Azerbaijan,2020,Triathlon,1,0,0,0,0,1,3,67,0,3,4,7,44,0,0
Austria,2020,Athletics,7,0,0,1,4,3,48,53,1,1,5,7,76,0,0
Austria,2020,Canoe Slalom,3,0,0,0,2,1,0,53,1,1,5,7,76,0,0
Austria,2020,Canoe Sprint,2,0,0,0,2,0,0,53,1,1,5,7,76,0,0
Austria,2020,Cycling Mountain Bike,2,0,0,0,1,1,0,53,1,1,5,7,76,0,0
Austria,2020,Cycling Road,4,1,0,0,1,3,0,53,1,1,5,7,76,0,0
Austria,2020,Cycling Track,3,0,0,0,0,3,0,53,1,1,5,7,76,0,0
Austria,2020,Equestrian,5,0,0,0,3,2,6,53,1,1,5,7,76,0,0
Austria,2020,Golf,3,0,0,0,1,2,2,53,1,1,5,7,76,0,0
Austria,2020,Badminton,1,0,0,0,0,1,5,53,1,1,5,7,76,0,0
Chad,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,3,0,0
Azerbaijan,2020,Wrestling,7,0,1,2,2,5,18,67,0,3,4,7,44,0,0
Bahamas,2020,Swimming,2,0,0,0,1,1,0,42,2,0,0,2,16,0,0
United States,2020,Badminton,4,0,0,0,1,3,5,1,39,41,33,113,633,0,0
United States,2020,Athletics,131,21,17,14,66,65,48,1,39,41,33,113,633,0,0
United States,2020,Artistic Swimming,2,0,0,0,2,0,0,1,39,41,33,113,633,0,0
United States,2020,Artistic Gymnastics,11,2,5,2,6,5,0,1,39,41,33,113,633,0,0
United States,2020,Archery,6,0,0,0,3,3,5,1,39,41,33,113,633,0,0
United States,2020,3x3 Basketball,4,4,0,0,4,0,0,1,39,41,33,113,633,0,0
Cameroon,2020,Wrestling,1,0,0,0,1,0,18,0,0,0,0,0,12,0,0
Cameroon,2020,Weightlifting,2,0,0,0,2,0,14,0,0,0,0,0,12,0,0
Cameroon,2020,Table Tennis,1,0,0,0,1,0,5,0,0,0,0,0,12,0,0
Cameroon,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,12,0,0
Cameroon,2020,Judo,2,0,0,0,2,0,15,0,0,0,0,0,12,0,0
Cameroon,2020,Boxing,3,0,0,0,0,3,13,0,0,0,0,0,12,0,0
Cameroon,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,12,0,0
Bangladesh,2020,Archery,2,0,0,0,1,1,5,0,0,0,0,0,6,0,0
Cambodia,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0
United States,2020,Baseball/Softball,39,0,39,0,15,24,0,1,39,41,33,113,633,0,0
Cambodia,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,3,0,0
United States,2020,Basketball,24,24,0,0,12,12,4,1,39,41,33,113,633,0,0
United States,2020,Boxing,10,0,3,1,5,5,13,1,39,41,33,113,633,0,0
United States,2020,Marathon Swimming,3,0,0,0,2,1,0,1,39,41,33,113,633,0,0
United States,2020,Karate,4,0,0,1,1,3,8,1,39,41,33,113,633,0,0
United States,2020,Judo,4,0,0,0,3,1,15,1,39,41,33,113,633,0,0
United States,2020,Golf,8,2,0,0,4,4,2,1,39,41,33,113,633,0,0
United States,2020,Football,22,0,0,22,22,0,2,1,39,41,33,113,633,0,0
United States,2020,Fencing,24,1,0,4,12,12,12,1,39,41,33,113,633,0,0
United States,2020,Equestrian,12,0,7,0,5,7,6,1,39,41,33,113,633,0,0
United States,2020,Diving,11,0,4,1,6,5,0,1,39,41,33,113,633,0,0
United States,2020,Cycling Track,9,1,0,5,7,2,0,1,39,41,33,113,633,0,0
United States,2020,Cycling Road,7,0,0,0,5,2,0,1,39,41,33,113,633,0,0
United States,2020,Cycling Mountain Bike,4,0,0,0,3,1,0,1,39,41,33,113,633,0,0
United States,2020,Cycling BMX Racing,5,0,0,0,3,2,0,1,39,41,33,113,633,0,0
United States,2020,Cycling BMX Freestyle,4,0,1,0,2,2,0,1,39,41,33,113,633,0,0
United States,2020,Canoe Sprint,1,1,0,0,1,0,0,1,39,41,33,113,633,0,0
United States,2020,Canoe Slalom,3,0,0,0,1,2,0,1,39,41,33,113,633,0,0
United States,2020,Beach Volleyball,8,2,0,0,4,4,0,1,39,41,33,113,633,0,0
Bolivia,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,5,0,0
Bolivia,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0
Bolivia,2020,Tennis,1,0,0,0,0,1,5,0,0,0,0,0,5,0,0
Bulgaria,2020,Boxing,3,1,0,0,2,1,13,30,3,1,2,6,42,0,0
Bulgaria,2020,Badminton,3,0,0,0,3,0,5,30,3,1,2,6,42,0,0
Bulgaria,2020,Athletics,5,0,0,0,4,1,48,30,3,1,2,6,42,0,0
Bulgaria,2020,Artistic Gymnastics,1,0,0,0,0,1,0,30,3,1,2,6,42,0,0
Bahrain,2020,Swimming,2,0,0,0,1,1,0,77,0,1,0,1,32,0,0
Bahrain,2020,Shooting,1,0,0,0,1,0,15,77,0,1,0,1,32,0,0
Bosnia and Herzegovina,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,7,0,0
Bosnia and Herzegovina,2020,Taekwondo,1,0,0,0,0,1,8,0,0,0,0,0,7,0,0
Bahrain,2020,Handball,15,0,0,0,0,15,2,77,0,1,0,1,32,0,0
Bahrain,2020,Boxing,1,0,0,0,0,1,13,77,0,1,0,1,32,0,0
Bahrain,2020,Athletics,13,0,1,0,5,8,48,77,0,1,0,1,32,0,0
Botswana,2020,Athletics,10,0,0,6,3,7,48,86,0,0,1,1,14,0,0
Botswana,2020,Boxing,2,0,0,0,1,1,13,86,0,0,1,1,14,0,0
Botswana,2020,Swimming,1,0,0,0,0,1,0,86,0,0,1,1,14,0,0
Botswana,2020,Weightlifting,1,0,0,0,1,0,14,86,0,0,1,1,14,0,0
Bulgaria,2020,Canoe Sprint,1,0,0,0,1,0,0,30,3,1,2,6,42,0,0
Bulgaria,2020,Judo,3,0,0,0,1,2,15,30,3,1,2,6,42,0,0
Bulgaria,2020,Karate,1,1,0,0,1,0,8,30,3,1,2,6,42,0,0
Bulgaria,2020,Rhythmic Gymnastics,7,5,0,0,7,0,0,30,3,1,2,6,42,0,0
Bosnia and Herzegovina,2020,Athletics,2,0,0,0,0,2,48,0,0,0,0,0,7,0,0
Bosnia and Herzegovina,2020,Judo,1,0,0,0,1,0,15,0,0,0,0,0,7,0,0
Bosnia and Herzegovina,2020,Shooting,1,0,0,0,1,0,15,0,0,0,0,0,7,0,0
Burundi,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Burundi,2020,Boxing,1,0,0,0,1,0,13,0,0,0,0,0,6,0,0
Burundi,2020,Athletics,3,0,0,0,1,2,48,0,0,0,0,0,6,0,0
Burkina Faso,2020,Taekwondo,1,0,0,0,0,1,8,86,0,0,1,1,7,0,0
Bahamas,2020,Athletics,14,2,0,0,9,5,48,42,2,0,0,2,16,0,0
Burkina Faso,2020,Swimming,2,0,0,0,1,1,0,86,0,0,1,1,7,0,0
Burkina Faso,2020,Cycling Road,1,0,0,0,0,1,0,86,0,0,1,1,7,0,0
Burkina Faso,2020,Athletics,2,0,0,1,1,1,48,86,0,0,1,1,7,0,0
Bulgaria,2020,Wrestling,7,0,0,2,4,3,18,30,3,1,2,6,42,0,0
Bulgaria,2020,Weightlifting,2,0,0,0,0,2,14,30,3,1,2,6,42,0,0
Bulgaria,2020,Table Tennis,1,0,0,0,1,0,5,30,3,1,2,6,42,0,0
Bulgaria,2020,Swimming,5,0,0,0,1,4,0,30,3,1,2,6,42,0,0
Bulgaria,2020,Shooting,3,0,1,0,3,0,15,30,3,1,2,6,42,0,0
Burkina Faso,2020,Judo,1,0,0,0,0,1,15,86,0,0,1,1,7,0,0
Uruguay,2020,Judo,1,0,0,0,0,1,15,0,0,0,0,0,11,0,0
Uruguay,2020,Rowing,2,0,0,0,0,2,14,0,0,0,0,0,11,0,0
Uruguay,2020,Sailing,3,0,0,0,2,1,10,0,0,0,0,0,11,0,0
United Kingdom,2020,Tennis,6,0,0,0,1,5,5,4,22,20,22,64,0,0,0
United Kingdom,2020,Taekwondo,5,0,2,1,3,2,8,4,22,20,22,64,0,0,0
United Kingdom,2020,Table Tennis,3,0,0,0,1,2,5,4,22,20,22,64,0,0,0
United Kingdom,2020,Swimming,30,12,7,1,13,17,0,4,22,20,22,64,0,0,0
Trinidad and Tobago,2020,Athletics,24,0,0,0,9,15,48,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Boxing,1,0,0,0,0,1,13,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Cycling Road,1,0,0,0,1,0,0,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Cycling Track,2,0,0,0,0,2,0,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Judo,1,0,0,0,1,0,15,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Rowing,1,0,0,0,1,0,14,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Sailing,1,0,0,0,0,1,10,0,0,0,0,0,33,0,0
Trinidad and Tobago,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,33,0,0
China,2020,Wrestling,11,0,2,2,6,5,18,2,38,32,19,89,417,0,0
China,2020,Weightlifting,8,7,1,0,4,4,14,2,38,32,19,89,417,0,0
China,2020,Water Polo,13,0,0,0,13,0,0,2,38,32,19,89,417,0,0
United Kingdom,2020,Trampoline Gymnastics,2,0,0,1,2,0,0,4,22,20,22,64,0,0,0
China,2020,Volleyball,12,0,0,0,12,0,4,2,38,32,19,89,417,0,0
United Kingdom,2020,Triathlon,5,5,2,0,3,2,3,4,22,20,22,64,0,0,0
Venezuela,2020,Athletics,4,1,0,0,4,0,48,46,1,3,0,4,43,0,0
Tonga,2020,Weightlifting,1,0,0,0,1,0,14,0,0,0,0,0,6,0,0
Venezuela,2020,Volleyball,12,0,0,0,0,12,4,46,1,3,0,4,43,0,0
Venezuela,2020,Swimming,3,0,0,0,1,2,0,46,1,3,0,4,43,0,0
Venezuela,2020,Shooting,1,0,0,0,0,1,15,46,1,3,0,4,43,0,0
Venezuela,2020,Sailing,1,0,0,0,0,1,10,46,1,3,0,4,43,0,0
Venezuela,2020,Rowing,2,0,0,0,0,2,14,46,1,3,0,4,43,0,0
Venezuela,2020,Marathon Swimming,1,0,0,0,1,0,0,46,1,3,0,4,43,0,0
Venezuela,2020,Karate,3,0,0,0,1,2,8,46,1,3,0,4,43,0,0
Venezuela,2020,Judo,3,0,0,0,3,0,15,46,1,3,0,4,43,0,0
Venezuela,2020,Golf,1,0,0,0,0,1,2,46,1,3,0,4,43,0,0
Venezuela,2020,Fencing,2,0,0,0,0,2,12,46,1,3,0,4,43,0,0
Venezuela,2020,Diving,1,0,0,0,0,1,0,46,1,3,0,4,43,0,0
